brand,product_name,category,sub_category,features,reviews,skin_type,price
롱테이크,롱테이크 클렌징 제품 441,스킨 케어,클렌징,보습 유지,가성비가 좋다는 의견이 많음,민감성,75000
아이오페,아이오페 클렌져 제품 442,남성,클렌져,데일리 사용,가성비가 좋다는 의견이 많음,모든 피부,126000
설화수,설화수 헤어 제품 443,생활용품,헤어,윤기 강화,향과 사용감에 대한 만족도가 높음,건성,130000
아모레베이직,아모레베이직 스킨/바디 케어 제품 444,베이비,스킨/바디 케어,저자극,효과 체감이 빠르다는 리뷰 다수,민감성,60000
오설록,오설록 립 제품 445,메이크업,립,보습감,가성비가 좋다는 의견이 많음,모든 피부,149000
바이탈뷰티,바이탈뷰티 바디케어 제품 446,남성,바디케어,저자극,효과 체감이 빠르다는 리뷰 다수,복합성,93000
아이오페,아이오페 스킨/바디 케어 제품 447,베이비,스킨/바디 케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,민감성,73000
에이피뷰티,에이피뷰티 선케어 제품 448,베이비,선케어,자외선 차단,효과 체감이 빠르다는 리뷰 다수,지성,127000
프리메라,프리메라 선케어 제품 449,베이비,선케어,백탁 없음,재구매율이 높은 제품,모든 피부,45000
한율,한율 퍼퓸 제품 450,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,민감성,12000
에스트라,에스트라 아이 제품 451,메이크업,아이,롱래스팅,재구매율이 높은 제품,민감성,137000
이니스프리,이니스프리 구강 제품 452,생활용품,구강,저자극,재구매율이 높은 제품,민감성,22000
오설록,오설록 이너뷰티 제품 453,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,모든 피부,29000
오설록,오설록 퍼퓸 제품 454,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,복합성,135000
라네즈,라네즈 페이스 제품 455,메이크업,페이스,자연스러운 커버,가성비가 좋다는 의견이 많음,모든 피부,59000
헤라,헤라 퍼퓸 제품 456,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,민감성,89000
이니스프리,이니스프리 이너뷰티 제품 457,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,복합성,88000
라네즈,라네즈 헤어케어 제품 458,남성,헤어케어,저자극,효과 체감이 빠르다는 리뷰 다수,복합성,120000
에스트라,에스트라 립 제품 459,메이크업,립,선명한 발색,자극 없이 순하다는 평가가 많음,모든 피부,91000
아모레베이직,아모레베이직 쉐이빙 제품 460,남성,쉐이빙,저자극,재구매율이 높은 제품,복합성,118000
마몽드,마몽드 선케어 제품 461,베이비,선케어,민감피부 사용 가능,향과 사용감에 대한 만족도가 높음,지성,134000
프리메라,프리메라 퍼퓸 제품 462,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,지성,111000
설화수,설화수 모이스처라이징 제품 463,스킨 케어,모이스처라이징,장벽 강화,자극 없이 순하다는 평가가 많음,건성,17000
프리메라,프리메라 립 제품 464,메이크업,립,보습감,효과 체감이 빠르다는 리뷰 다수,건성,20000
라네즈,라네즈 팩마스크 제품 465,남성,팩마스크,저자극,향과 사용감에 대한 만족도가 높음,복합성,16000
라네즈,라네즈 선케어 제품 466,베이비,선케어,자외선 차단,재구매율이 높은 제품,지성,36000
아이오페,아이오페 네일 제품 467,메이크업,네일,선명한 컬러,향과 사용감에 대한 만족도가 높음,건성,12000
바이탈뷰티,바이탈뷰티 페이스 제품 468,메이크업,페이스,자연스러운 커버,재구매율이 높은 제품,모든 피부,31000
헤라,헤라 퍼퓸 제품 469,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,건성,103000
프리메라,프리메라 스킨/바디 케어 제품 470,베이비,스킨/바디 케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,건성,60000
헤라,헤라 구강 제품 471,생활용품,구강,구취 제거,향과 사용감에 대한 만족도가 높음,복합성,31000
아모레베이직,아모레베이직 이너뷰티 제품 472,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,모든 피부,38000
에이피뷰티,에이피뷰티 아이 제품 473,메이크업,아이,번짐 방지,자극 없이 순하다는 평가가 많음,민감성,142000
에이피뷰티,에이피뷰티 헤어 제품 474,생활용품,헤어,손상 케어,가성비가 좋다는 의견이 많음,지성,52000
아이오페,아이오페 스페셜 케어 제품 475,스킨 케어,스페셜 케어,미백 기능성,효과 체감이 빠르다는 리뷰 다수,모든 피부,109000
아이오페,아이오페 클렌징 제품 476,스킨 케어,클렌징,보습 유지,효과 체감이 빠르다는 리뷰 다수,모든 피부,141000
롱테이크,롱테이크 네일 제품 477,메이크업,네일,빠른 건조,가성비가 좋다는 의견이 많음,건성,20000
오설록,오설록 스킨/바디 케어 제품 478,베이비,스킨/바디 케어,데일리 사용,가성비가 좋다는 의견이 많음,지성,56000
라네즈,라네즈 스킨/바디 케어 제품 479,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,지성,66000
아이오페,아이오페 클렌징 제품 480,스킨 케어,클렌징,저자극 세정,향과 사용감에 대한 만족도가 높음,복합성,12000
바이탈뷰티,바이탈뷰티 메이크업 제품 481,남성,메이크업,저자극,재구매율이 높은 제품,복합성,120000
에이피뷰티,에이피뷰티 모이스처라이징 제품 482,스킨 케어,모이스처라이징,장벽 강화,자극 없이 순하다는 평가가 많음,복합성,53000
프리메라,프리메라 클렌징 제품 483,스킨 케어,클렌징,보습 유지,효과 체감이 빠르다는 리뷰 다수,지성,9000
마몽드,마몽드 선케어 제품 484,베이비,선케어,자외선 차단,향과 사용감에 대한 만족도가 높음,지성,40000
롱테이크,롱테이크 퍼퓸 제품 485,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,건성,62000
에스트라,에스트라 스킨/바디 케어 제품 486,베이비,스킨/바디 케어,저자극,재구매율이 높은 제품,모든 피부,93000
프리메라,프리메라 스페셜 케어 제품 487,스킨 케어,스페셜 케어,미백 기능성,가성비가 좋다는 의견이 많음,모든 피부,82000
에이피뷰티,에이피뷰티 스페셜 케어 제품 488,스킨 케어,스페셜 케어,미백 기능성,향과 사용감에 대한 만족도가 높음,모든 피부,106000
에스트라,에스트라 헤어 제품 489,생활용품,헤어,윤기 강화,향과 사용감에 대한 만족도가 높음,지성,56000
마몽드,마몽드 썬/BB 크림 제품 490,남성,썬/BB 크림,저자극,재구매율이 높은 제품,모든 피부,92000
헤라,헤라 클렌징 제품 491,스킨 케어,클렌징,저자극 세정,효과 체감이 빠르다는 리뷰 다수,민감성,12000
에이피뷰티,에이피뷰티 이너뷰티 제품 492,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,복합성,40000
이니스프리,이니스프리 네일 제품 493,메이크업,네일,선명한 컬러,가성비가 좋다는 의견이 많음,모든 피부,128000
아모레베이직,아모레베이직 이너뷰티 제품 494,뷰티푸드,이너뷰티,항산화,재구매율이 높은 제품,민감성,87000
헤라,헤라 헤어케어 제품 495,남성,헤어케어,데일리 사용,재구매율이 높은 제품,민감성,34000
이니스프리,이니스프리 이너뷰티 제품 496,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,민감성,57000
롱테이크,롱테이크 퍼퓸 제품 497,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,건성,61000
에이피뷰티,에이피뷰티 쉐이빙 제품 498,남성,쉐이빙,저자극,재구매율이 높은 제품,복합성,87000
아이오페,아이오페 구강 제품 499,생활용품,구강,구취 제거,가성비가 좋다는 의견이 많음,지성,139000
설화수,설화수 스킨/바디 케어 제품 500,베이비,스킨/바디 케어,저자극,효과 체감이 빠르다는 리뷰 다수,지성,135000
바이탈뷰티,바이탈뷰티 퍼퓸 제품 501,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,복합성,18000
아이오페,아이오페 퍼퓸 제품 502,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,복합성,86000
설화수,설화수 선케어 제품 503,스킨 케어,선케어,민감피부 사용 가능,재구매율이 높은 제품,복합성,102000
헤라,헤라 스킨/바디 케어 제품 504,베이비,스킨/바디 케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,민감성,130000
설화수,설화수 이너뷰티 제품 505,뷰티푸드,이너뷰티,항산화,효과 체감이 빠르다는 리뷰 다수,민감성,91000
롱테이크,롱테이크 이너뷰티 제품 506,뷰티푸드,이너뷰티,항산화,재구매율이 높은 제품,민감성,11000
마몽드,마몽드 팩마스크 제품 507,남성,팩마스크,데일리 사용,자극 없이 순하다는 평가가 많음,지성,8000
오설록,오설록 선케어 제품 508,스킨 케어,선케어,민감피부 사용 가능,재구매율이 높은 제품,모든 피부,72000
설화수,설화수 선케어 제품 509,베이비,선케어,민감피부 사용 가능,효과 체감이 빠르다는 리뷰 다수,모든 피부,130000
롱테이크,롱테이크 퍼퓸 제품 510,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,건성,145000
마몽드,마몽드 헤어케어 제품 511,남성,헤어케어,저자극,효과 체감이 빠르다는 리뷰 다수,모든 피부,119000
마몽드,마몽드 립 제품 512,메이크업,립,선명한 발색,재구매율이 높은 제품,지성,40000
롱테이크,롱테이크 헤어 제품 513,생활용품,헤어,윤기 강화,효과 체감이 빠르다는 리뷰 다수,건성,130000
마몽드,마몽드 구강 제품 514,생활용품,구강,저자극,자극 없이 순하다는 평가가 많음,민감성,131000
설화수,설화수 모이스처라이징 제품 515,스킨 케어,모이스처라이징,장벽 강화,재구매율이 높은 제품,복합성,75000
바이탈뷰티,바이탈뷰티 바디 제품 516,생활용품,바디,산뜻한 마무리,재구매율이 높은 제품,민감성,112000
에이피뷰티,에이피뷰티 퍼퓸 제품 517,향수,퍼퓸,시그니처 향,향과 사용감에 대한 만족도가 높음,모든 피부,9000
오설록,오설록 구강 제품 518,생활용품,구강,저자극,재구매율이 높은 제품,민감성,45000
이니스프리,이니스프리 이너뷰티 제품 519,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,모든 피부,105000
설화수,설화수 클렌징 제품 520,스킨 케어,클렌징,미세먼지 제거,효과 체감이 빠르다는 리뷰 다수,복합성,144000
헤라,헤라 모이스처라이징 제품 521,스킨 케어,모이스처라이징,장벽 강화,재구매율이 높은 제품,복합성,53000
헤라,헤라 퍼퓸 제품 522,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,모든 피부,149000
롱테이크,롱테이크 이너뷰티 제품 523,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,모든 피부,122000
프리메라,프리메라 이너뷰티 제품 524,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,지성,91000
한율,한율 구강 제품 525,생활용품,구강,구취 제거,향과 사용감에 대한 만족도가 높음,모든 피부,20000
마몽드,마몽드 스킨로션 제품 526,남성,스킨로션,저자극,재구매율이 높은 제품,모든 피부,109000
에스트라,에스트라 헤어 제품 527,생활용품,헤어,윤기 강화,자극 없이 순하다는 평가가 많음,모든 피부,9000
라네즈,라네즈 이너뷰티 제품 528,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,지성,120000
바이탈뷰티,바이탈뷰티 네일 제품 529,메이크업,네일,빠른 건조,자극 없이 순하다는 평가가 많음,모든 피부,100000
아모레베이직,아모레베이직 퍼퓸 제품 530,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,복합성,15000
아모레베이직,아모레베이직 클렌징 제품 531,스킨 케어,클렌징,보습 유지,자극 없이 순하다는 평가가 많음,민감성,50000
한율,한율 네일 제품 532,메이크업,네일,빠른 건조,가성비가 좋다는 의견이 많음,복합성,137000
라네즈,라네즈 구강 제품 533,생활용품,구강,구취 제거,자극 없이 순하다는 평가가 많음,지성,127000
아모레베이직,아모레베이직 퍼퓸 제품 534,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,복합성,128000
오설록,오설록 헤어 제품 535,생활용품,헤어,손상 케어,효과 체감이 빠르다는 리뷰 다수,민감성,93000
프리메라,프리메라 선케어 제품 536,베이비,선케어,민감피부 사용 가능,재구매율이 높은 제품,민감성,49000
한율,한율 이너뷰티 제품 537,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,복합성,109000
오설록,오설록 이너뷰티 제품 538,뷰티푸드,이너뷰티,피부 건강 개선,가성비가 좋다는 의견이 많음,건성,16000
마몽드,마몽드 바디 제품 539,생활용품,바디,산뜻한 마무리,가성비가 좋다는 의견이 많음,복합성,102000
한율,한율 치크 제품 540,메이크업,치크,생기 부여,가성비가 좋다는 의견이 많음,건성,129000
이니스프리,이니스프리 바디 제품 541,생활용품,바디,보습 강화,재구매율이 높은 제품,민감성,18000
아이오페,아이오페 선케어 제품 542,베이비,선케어,자외선 차단,가성비가 좋다는 의견이 많음,모든 피부,130000
마몽드,마몽드 스킨/바디 케어 제품 543,베이비,스킨/바디 케어,저자극,향과 사용감에 대한 만족도가 높음,지성,111000
헤라,헤라 네일 제품 544,메이크업,네일,선명한 컬러,향과 사용감에 대한 만족도가 높음,민감성,28000
아모레베이직,아모레베이직 퍼퓸 제품 545,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,건성,86000
아모레베이직,아모레베이직 아이 제품 546,메이크업,아이,롱래스팅,향과 사용감에 대한 만족도가 높음,모든 피부,91000
바이탈뷰티,바이탈뷰티 바디케어 제품 547,남성,바디케어,저자극,재구매율이 높은 제품,지성,88000
아이오페,아이오페 이너뷰티 제품 548,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,지성,38000
헤라,헤라 클렌징 제품 549,스킨 케어,클렌징,보습 유지,재구매율이 높은 제품,민감성,65000
헤라,헤라 모이스처라이징 제품 550,스킨 케어,모이스처라이징,수분 지속,재구매율이 높은 제품,민감성,128000
마몽드,마몽드 이너뷰티 제품 551,뷰티푸드,이너뷰티,피부 건강 개선,자극 없이 순하다는 평가가 많음,지성,149000
라네즈,라네즈 헤어 제품 552,생활용품,헤어,손상 케어,가성비가 좋다는 의견이 많음,지성,59000
이니스프리,이니스프리 퍼퓸 제품 553,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,모든 피부,97000
한율,한율 퍼퓸 제품 554,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,모든 피부,142000
헤라,헤라 구강 제품 555,생활용품,구강,저자극,가성비가 좋다는 의견이 많음,지성,21000
바이탈뷰티,바이탈뷰티 썬/BB 크림 제품 556,남성,썬/BB 크림,데일리 사용,향과 사용감에 대한 만족도가 높음,모든 피부,68000
프리메라,프리메라 이너뷰티 제품 557,뷰티푸드,이너뷰티,피부 건강 개선,자극 없이 순하다는 평가가 많음,지성,74000
마몽드,마몽드 이너뷰티 제품 558,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,민감성,118000
마몽드,마몽드 선케어 제품 559,베이비,선케어,자외선 차단,가성비가 좋다는 의견이 많음,민감성,41000
한율,한율 퍼퓸 제품 560,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,민감성,135000
헤라,헤라 헤어 제품 561,생활용품,헤어,윤기 강화,자극 없이 순하다는 평가가 많음,민감성,64000
한율,한율 스킨로션 제품 562,남성,스킨로션,저자극,가성비가 좋다는 의견이 많음,모든 피부,74000
설화수,설화수 헤어 제품 563,생활용품,헤어,윤기 강화,효과 체감이 빠르다는 리뷰 다수,건성,9000
라네즈,라네즈 스킨/바디 케어 제품 564,베이비,스킨/바디 케어,저자극,가성비가 좋다는 의견이 많음,복합성,9000
한율,한율 클렌져 제품 565,남성,클렌져,저자극,효과 체감이 빠르다는 리뷰 다수,민감성,56000
오설록,오설록 스킨/바디 케어 제품 566,베이비,스킨/바디 케어,데일리 사용,가성비가 좋다는 의견이 많음,지성,139000
아모레베이직,아모레베이직 클렌징 제품 567,스킨 케어,클렌징,저자극 세정,자극 없이 순하다는 평가가 많음,민감성,44000
프리메라,프리메라 아이 제품 568,메이크업,아이,번짐 방지,재구매율이 높은 제품,건성,10000
라네즈,라네즈 립 제품 569,메이크업,립,보습감,향과 사용감에 대한 만족도가 높음,모든 피부,90000
바이탈뷰티,바이탈뷰티 바디 제품 570,생활용품,바디,보습 강화,효과 체감이 빠르다는 리뷰 다수,지성,147000
에이피뷰티,에이피뷰티 페이스 제품 571,메이크업,페이스,피부톤 보정,자극 없이 순하다는 평가가 많음,건성,66000
바이탈뷰티,바이탈뷰티 바디 제품 572,생활용품,바디,산뜻한 마무리,효과 체감이 빠르다는 리뷰 다수,복합성,112000
프리메라,프리메라 이너뷰티 제품 573,뷰티푸드,이너뷰티,항산화,향과 사용감에 대한 만족도가 높음,건성,68000
에이피뷰티,에이피뷰티 선케어 제품 574,베이비,선케어,자외선 차단,재구매율이 높은 제품,지성,76000
에이피뷰티,에이피뷰티 에센스크림 제품 575,남성,에센스크림,데일리 사용,가성비가 좋다는 의견이 많음,민감성,17000
에이피뷰티,에이피뷰티 아이 제품 576,메이크업,아이,롱래스팅,향과 사용감에 대한 만족도가 높음,지성,92000
설화수,설화수 이너뷰티 제품 577,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,복합성,142000
라네즈,라네즈 모이스처라이징 제품 578,스킨 케어,모이스처라이징,고보습,자극 없이 순하다는 평가가 많음,민감성,77000
이니스프리,이니스프리 에센스크림 제품 579,남성,에센스크림,저자극,재구매율이 높은 제품,복합성,82000
헤라,헤라 스킨/바디 케어 제품 580,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,민감성,76000
아모레베이직,아모레베이직 페이스 제품 581,메이크업,페이스,자연스러운 커버,자극 없이 순하다는 평가가 많음,모든 피부,100000
아이오페,아이오페 스킨/바디 케어 제품 582,베이비,스킨/바디 케어,데일리 사용,자극 없이 순하다는 평가가 많음,모든 피부,51000
에스트라,에스트라 에센스크림 제품 583,남성,에센스크림,데일리 사용,가성비가 좋다는 의견이 많음,복합성,48000
설화수,설화수 퍼퓸 제품 584,향수,퍼퓸,지속력 우수,가성비가 좋다는 의견이 많음,복합성,136000
설화수,설화수 선케어 제품 585,스킨 케어,선케어,민감피부 사용 가능,재구매율이 높은 제품,건성,134000
마몽드,마몽드 헤어 제품 586,생활용품,헤어,손상 케어,효과 체감이 빠르다는 리뷰 다수,모든 피부,146000
마몽드,마몽드 바디 제품 587,생활용품,바디,산뜻한 마무리,향과 사용감에 대한 만족도가 높음,모든 피부,61000
헤라,헤라 바디 제품 588,생활용품,바디,산뜻한 마무리,효과 체감이 빠르다는 리뷰 다수,지성,89000
아모레베이직,아모레베이직 이너뷰티 제품 589,뷰티푸드,이너뷰티,항산화,자극 없이 순하다는 평가가 많음,건성,11000
헤라,헤라 헤어 제품 590,생활용품,헤어,윤기 강화,향과 사용감에 대한 만족도가 높음,복합성,10000
아모레베이직,아모레베이직 선케어 제품 591,스킨 케어,선케어,백탁 없음,가성비가 좋다는 의견이 많음,건성,116000
오설록,오설록 이너뷰티 제품 592,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,민감성,139000
오설록,오설록 스킨로션 제품 593,남성,스킨로션,저자극,재구매율이 높은 제품,민감성,104000
프리메라,프리메라 퍼퓸 제품 594,향수,퍼퓸,시그니처 향,자극 없이 순하다는 평가가 많음,지성,50000
아모레베이직,아모레베이직 퍼퓸 제품 595,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,모든 피부,109000
마몽드,마몽드 모이스처라이징 제품 596,스킨 케어,모이스처라이징,장벽 강화,향과 사용감에 대한 만족도가 높음,지성,24000
에이피뷰티,에이피뷰티 페이스 제품 597,메이크업,페이스,자연스러운 커버,자극 없이 순하다는 평가가 많음,복합성,132000
설화수,설화수 퍼퓸 제품 598,향수,퍼퓸,지속력 우수,자극 없이 순하다는 평가가 많음,건성,60000
한율,한율 선케어 제품 599,베이비,선케어,백탁 없음,향과 사용감에 대한 만족도가 높음,지성,138000
오설록,오설록 스페셜 케어 제품 600,스킨 케어,스페셜 케어,미백 기능성,향과 사용감에 대한 만족도가 높음,지성,32000
이니스프리,이니스프리 스킨/바디 케어 제품 601,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,복합성,76000
에스트라,에스트라 선케어 제품 602,베이비,선케어,백탁 없음,효과 체감이 빠르다는 리뷰 다수,건성,99000
헤라,헤라 헤어케어 제품 603,남성,헤어케어,데일리 사용,효과 체감이 빠르다는 리뷰 다수,지성,117000
아모레베이직,아모레베이직 모이스처라이징 제품 604,스킨 케어,모이스처라이징,장벽 강화,효과 체감이 빠르다는 리뷰 다수,지성,98000
마몽드,마몽드 스페셜 케어 제품 605,스킨 케어,스페셜 케어,탄력 개선,향과 사용감에 대한 만족도가 높음,건성,69000
바이탈뷰티,바이탈뷰티 선케어 제품 606,베이비,선케어,민감피부 사용 가능,재구매율이 높은 제품,지성,102000
에이피뷰티,에이피뷰티 이너뷰티 제품 607,뷰티푸드,이너뷰티,피부 건강 개선,가성비가 좋다는 의견이 많음,모든 피부,17000
마몽드,마몽드 선케어 제품 608,베이비,선케어,민감피부 사용 가능,향과 사용감에 대한 만족도가 높음,민감성,80000
롱테이크,롱테이크 선케어 제품 609,베이비,선케어,백탁 없음,자극 없이 순하다는 평가가 많음,복합성,132000
에스트라,에스트라 네일 제품 610,메이크업,네일,선명한 컬러,자극 없이 순하다는 평가가 많음,복합성,28000
헤라,헤라 이너뷰티 제품 611,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,민감성,58000
프리메라,프리메라 쉐이빙 제품 612,남성,쉐이빙,데일리 사용,자극 없이 순하다는 평가가 많음,복합성,138000
바이탈뷰티,바이탈뷰티 바디 제품 613,생활용품,바디,보습 강화,가성비가 좋다는 의견이 많음,건성,41000
롱테이크,롱테이크 메이크업 제품 614,남성,메이크업,데일리 사용,향과 사용감에 대한 만족도가 높음,민감성,85000
아모레베이직,아모레베이직 네일 제품 615,메이크업,네일,빠른 건조,향과 사용감에 대한 만족도가 높음,민감성,44000
이니스프리,이니스프리 퍼퓸 제품 616,향수,퍼퓸,지속력 우수,향과 사용감에 대한 만족도가 높음,지성,119000
바이탈뷰티,바이탈뷰티 팩마스크 제품 617,남성,팩마스크,저자극,효과 체감이 빠르다는 리뷰 다수,건성,35000
헤라,헤라 스킨/바디 케어 제품 618,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,민감성,13000
에이피뷰티,에이피뷰티 구강 제품 619,생활용품,구강,구취 제거,가성비가 좋다는 의견이 많음,지성,86000
아모레베이직,아모레베이직 퍼퓸 제품 620,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,모든 피부,10000
프리메라,프리메라 선케어 제품 621,스킨 케어,선케어,자외선 차단,향과 사용감에 대한 만족도가 높음,복합성,71000
에스트라,에스트라 구강 제품 622,생활용품,구강,구취 제거,자극 없이 순하다는 평가가 많음,건성,98000
롱테이크,롱테이크 퍼퓸 제품 623,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,건성,78000
설화수,설화수 헤어 제품 624,생활용품,헤어,손상 케어,재구매율이 높은 제품,지성,120000
헤라,헤라 퍼퓸 제품 625,향수,퍼퓸,지속력 우수,재구매율이 높은 제품,복합성,87000
프리메라,프리메라 바디 제품 626,생활용품,바디,산뜻한 마무리,자극 없이 순하다는 평가가 많음,지성,52000
한율,한율 이너뷰티 제품 627,뷰티푸드,이너뷰티,피부 건강 개선,효과 체감이 빠르다는 리뷰 다수,건성,41000
아모레베이직,아모레베이직 네일 제품 628,메이크업,네일,선명한 컬러,효과 체감이 빠르다는 리뷰 다수,모든 피부,35000
에이피뷰티,에이피뷰티 바디케어 제품 629,남성,바디케어,저자극,자극 없이 순하다는 평가가 많음,건성,142000
에스트라,에스트라 치크 제품 630,메이크업,치크,자연 발색,자극 없이 순하다는 평가가 많음,지성,149000
헤라,헤라 퍼퓸 제품 631,향수,퍼퓸,시그니처 향,효과 체감이 빠르다는 리뷰 다수,지성,52000
헤라,헤라 퍼퓸 제품 632,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,모든 피부,77000
헤라,헤라 스페셜 케어 제품 633,스킨 케어,스페셜 케어,집중 케어,재구매율이 높은 제품,복합성,107000
라네즈,라네즈 이너뷰티 제품 634,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,모든 피부,84000
롱테이크,롱테이크 팩마스크 제품 635,남성,팩마스크,저자극,자극 없이 순하다는 평가가 많음,복합성,70000
이니스프리,이니스프리 바디 제품 636,생활용품,바디,산뜻한 마무리,가성비가 좋다는 의견이 많음,지성,96000
마몽드,마몽드 선케어 제품 637,베이비,선케어,자외선 차단,향과 사용감에 대한 만족도가 높음,모든 피부,131000
설화수,설화수 모이스처라이징 제품 638,스킨 케어,모이스처라이징,수분 지속,재구매율이 높은 제품,모든 피부,27000
에이피뷰티,에이피뷰티 바디케어 제품 639,남성,바디케어,저자극,효과 체감이 빠르다는 리뷰 다수,모든 피부,95000
헤라,헤라 스킨/바디 케어 제품 640,베이비,스킨/바디 케어,데일리 사용,재구매율이 높은 제품,건성,73000
한율,한율 헤어 제품 641,생활용품,헤어,윤기 강화,향과 사용감에 대한 만족도가 높음,복합성,70000
아모레베이직,아모레베이직 스킨/바디 케어 제품 642,베이비,스킨/바디 케어,데일리 사용,자극 없이 순하다는 평가가 많음,모든 피부,37000
오설록,오설록 클렌징 제품 643,스킨 케어,클렌징,보습 유지,재구매율이 높은 제품,복합성,142000
아이오페,아이오페 클렌져 제품 644,남성,클렌져,데일리 사용,가성비가 좋다는 의견이 많음,지성,17000
아이오페,아이오페 퍼퓸 제품 645,향수,퍼퓸,시그니처 향,가성비가 좋다는 의견이 많음,모든 피부,111000
아이오페,아이오페 스킨/바디 케어 제품 646,베이비,스킨/바디 케어,저자극,가성비가 좋다는 의견이 많음,지성,145000
바이탈뷰티,바이탈뷰티 페이스 제품 647,메이크업,페이스,피부톤 보정,효과 체감이 빠르다는 리뷰 다수,모든 피부,100000
에이피뷰티,에이피뷰티 퍼퓸 제품 648,향수,퍼퓸,시그니처 향,재구매율이 높은 제품,모든 피부,81000
마몽드,마몽드 선케어 제품 649,베이비,선케어,민감피부 사용 가능,자극 없이 순하다는 평가가 많음,민감성,108000
롱테이크,롱테이크 바디 제품 650,생활용품,바디,보습 강화,재구매율이 높은 제품,민감성,129000
롱테이크,롱테이크 이너뷰티 제품 651,뷰티푸드,이너뷰티,항산화,가성비가 좋다는 의견이 많음,복합성,28000
바이탈뷰티,바이탈뷰티 스킨/바디 케어 제품 652,베이비,스킨/바디 케어,저자극,자극 없이 순하다는 평가가 많음,지성,94000
에스트라,에스트라 스킨/바디 케어 제품 653,베이비,스킨/바디 케어,저자극,재구매율이 높은 제품,민감성,135000
마몽드,마몽드 퍼퓸 제품 654,향수,퍼퓸,시그니처 향,가성비가 좋다는 의견이 많음,지성,24000
라네즈,라네즈 썬/BB 크림 제품 655,남성,썬/BB 크림,데일리 사용,가성비가 좋다는 의견이 많음,지성,148000
아모레베이직,아모레베이직 이너뷰티 제품 656,뷰티푸드,이너뷰티,피부 건강 개선,가성비가 좋다는 의견이 많음,건성,89000
에스트라,에스트라 퍼퓸 제품 657,향수,퍼퓸,지속력 우수,효과 체감이 빠르다는 리뷰 다수,민감성,48000
오설록,오설록 선케어 제품 658,스킨 케어,선케어,백탁 없음,자극 없이 순하다는 평가가 많음,건성,149000
이니스프리,이니스프리 이너뷰티 제품 659,뷰티푸드,이너뷰티,피부 건강 개선,향과 사용감에 대한 만족도가 높음,지성,25000
아모레베이직,아모레베이직 스페셜 케어 제품 660,스킨 케어,스페셜 케어,집중 케어,향과 사용감에 대한 만족도가 높음,민감성,104000
